"","Country","Year","Age","D","N"
"839","Polonia",2015,105,604,991.55
"840","Polonia",2015,110,20,20.5
"841","Polonia",2020,0,4798,1295735.7
"842","Polonia",2020,1,964,6027362.35
"843","Polonia",2020,5,665,7887770.85
"844","Polonia",2020,10,964,8260980.09
"845","Polonia",2020,15,2644,7202845.17
"846","Polonia",2020,20,4488,7545423.1
"847","Polonia",2020,25,6687,9121550.69
"848","Polonia",2020,30,11253,10922674.38
"849","Polonia",2020,35,18931,12655533.11
"850","Polonia",2020,40,26651,12382744.83
"851","Polonia",2020,45,38102,11096505.22
"852","Polonia",2020,50,51887,9282302.84
"853","Polonia",2020,55,80270,9036407.45
"854","Polonia",2020,60,145545,10193340.34
"855","Polonia",2020,65,216789,9977184.44
"856","Polonia",2020,70,243266,7872739.5
"857","Polonia",2020,75,205351,4443601.22
"858","Polonia",2020,80,252297,3321159.45
"859","Polonia",2020,85,277190,2124002.52
"860","Polonia",2020,90,195492,883359.81
"861","Polonia",2020,95,62365,180106.15
"862","Polonia",2020,100,7310,15067.23
"863","Polonia",2020,105,424,657.78
"864","Polonia",2020,110,23.01,18.25
