id;nhogar;miembro;aesc_sosten;ISEI_sosten;patrimonio;ios_cod;ios;iosterciles;ioscuartiles
158;1;1;12;52;4;1;0,22;2;3
159;1;1;12;55;5;1;0,31;2;3
160;1;1;3;17;4;1;-1,90;1;1
161;1;1;17;72;5;1;2,00;3;4
162;1;2;17;63;5;1;1,72;3;4
163;1;2;7;45;5;1;-0,49;1;2
164;1;1;9;41;4;1;-0,40;2;2
165;1;1;12;61;4;1;0,86;3;4
166;1;2;17;71;5;1;1,53;3;4
167;1;1;17;89;5;1;2,03;3;4
168;1;1;19;76;5;1;2,35;3;4
169;1;2;15;52;5;1;0,78;3;4
170;1;1;6;24;5;1;-1,17;1;1
171;1;1;7;16;5;1;-1,06;1;1
172;1;2;17;66;5;1;1,81;3;4
173;1;1;17;70;3;1;1,00;3;4
174;1;1;9;17;5;1;-1,03;1;1
175;1;1;7;35;5;1;-0,76;1;1
176;1;1;12;61;5;1;0,73;3;3
177;1;1;12;64;5;1;0,81;3;4
178;1;1;7;45;5;1;0,05;2;3
179;1;2;7;36;5;1;-0,49;1;2
180;1;1;7;45;5;1;0,05;2;3
181;1;1;17;88;4;1;1,52;3;4
182;1;1;7;41;5;1;-0,08;2;3
183;1;1;7;26;3;1;-1,02;1;1
184;1;1;15;56;5;1;0,66;3;3
185;1;2;7;29;5;1;-0,69;1;2
186;1;2;7;34;5;1;-0,29;2;2
187;1;1;12;45;5;1;0,04;2;2
188;1;1;7;72;5;1;0,53;3;3
189;1;1;12;16;2;1;-1,29;1;1
190;1;1;7;34;4;1;-0,53;1;2
191;1;1;3;27;5;1;-1,16;1;1
192;1;1;12;50;4;1;0,52;3;3
193;1;1;7;38;5;1;-0,17;2;3
194;1;1;17;63;5;1;1,30;3;4
195;1;2;7;31;5;1;-0,64;1;2
196;1;2;17;63;5;1;1,72;3;4
197;1;1;9;22;5;1;-0,69;1;2
198;1;2;17;57;5;1;1,53;3;4
199;1;1;17;62;5;1;1,27;3;4
200;1;2;13;45;5;1;0,38;2;3
201;1;1;17;85;5;1;1,92;3;4
202;1;1;19;59;5;1;1,39;3;4
203;1;1;4;16;5;1;-1,19;1;1
204;1;1;8;32;5;1;-0,50;1;2
205;1;1;15;37;4;1;0,11;2;3
206;1;1;12;56;5;1;0,95;3;4
207;1;1;15;55;5;1;0,64;3;3
208;1;2;12;65;5;1;1,23;3;4
209;1;1;7;32;5;1;-0,36;2;2
210;1;1;17;59;4;1;1,36;3;4
211;1;1;17;85;5;1;2,41;3;4
212;1;1;9;45;5;1;-0,03;2;2
213;1;2;12;49;5;1;0,73;3;4
214;1;1;10;63;5;1;0,58;3;3
215;1;1;19;89;5;1;1,98;3;4
216;1;2;8;41;4;1;-0,20;2;2
217;1;1;15;59;5;1;0,74;3;3
218;1;1;12;57;5;1;0,98;3;4
219;1;2;19;57;4;1;0,90;3;4
220;1;2;7;32;5;1;-0,61;1;2
221;1;2;3;40;4;1;-0,79;1;1
222;1;1;12;53;5;1;0,50;3;3
223;1;2;17;41;5;1;1,03;3;4
224;1;1;17;85;4;1;2,17;3;4
225;1;1;17;76;5;1;2,13;3;4
226;1;1;0;34;5;1;-1,54;1;1
227;1;1;12;45;5;1;0,04;2;2
228;1;1;7;27;4;1;-1,20;1;1
229;1;2;15;66;5;1;0,93;3;4
230;1;1;17;62;5;1;1,27;3;4
231;1;1;7;70;4;1;0,59;3;3
232;1;1;7;56;5;1;-0,20;2;2
233;1;1;10;44;5;1;0,35;2;3
234;1;1;12;27;5;1;-0,44;2;2
235;1;1;7;32;5;1;-0,84;1;1
236;1;1;;;4;0;;;
237;1;1;19;66;5;1;1,36;3;4
238;1;1;19;76;5;1;1,87;3;4
239;1;1;7;35;5;1;-0,52;1;2
240;1;1;12;48;5;1;0,70;3;4
241;1;2;12;54;5;1;0,88;3;4
242;1;3;3;59;5;1;-0,25;2;2
243;1;2;17;89;5;1;2,53;3;4
244;1;2;15;47;5;1;0,42;2;3
245;1;1;8;32;5;1;-0,74;1;2
246;1;1;12;45;5;1;0,04;2;2
247;1;1;14;38;5;1;0,61;3;3
248;1;2;12;35;5;1;-0,22;2;2
249;1;1;5;29;5;1;-0,90;1;1
250;1;2;3;16;5;1;-1,71;1;1
251;1;1;16;56;5;1;1,00;3;4
252;1;1;15;41;4;1;0,04;2;2
253;1;1;0;18;5;1;-1,72;1;1
254;1;2;7;10;5;1;-1,44;1;1
255;1;1;7;45;2;1;-0,67;1;1
256;1;1;17;57;5;1;0,91;3;4
257;1;1;12;38;5;1;-0,14;2;2
258;1;1;12;61;5;1;0,73;3;3
259;1;1;17;47;4;1;0,60;3;3
260;1;1;12;50;5;1;0,76;3;4
261;1;1;15;61;5;1;1,04;3;4
262;1;1;7;35;5;1;-0,52;1;2
263;1;1;17;59;1;1;0,19;2;3
264;1;1;12;53;4;1;0,04;2;2
265;1;1;17;55;5;1;0,85;3;4
266;1;3;17;85;5;1;1,92;3;4
267;1;1;3;36;5;1;-0,91;1;1
268;1;1;19;86;5;1;2,16;3;4
269;1;1;17;63;5;1;1,30;3;4
270;1;1;7;36;5;1;-0,23;2;2
271;1;1;12;38;5;1;0,08;2;3
272;1;2;17;71;4;1;1,06;3;4
273;1;1;17;41;1;1;0,08;2;3
274;1;1;17;85;5;1;1,66;3;4
275;1;2;12;45;5;1;0,04;2;2
276;1;1;0;16;5;1;-1,78;1;1
277;1;1;12;30;5;1;0,13;2;3
278;1;1;13;45;5;1;0,15;2;3
279;1;1;5;16;5;1;-1,49;1;1
280;1;1;12;44;5;1;0,25;2;3
281;1;1;7;45;5;1;-0,49;1;2
282;1;1;15;42;5;1;0,50;3;3
283;1;1;7;36;4;1;-0,47;1;2
284;1;2;7;28;5;1;-0,72;1;2
285;1;2;15;80;5;1;1,31;3;4
286;1;1;9;45;5;1;0,27;2;3
287;1;1;7;41;3;1;-0,55;1;2
288;1;1;14;66;5;1;1,08;3;4
289;1;1;6;16;3;1;-1,45;1;1
290;1;1;0;27;4;1;-1,53;1;1
291;1;1;8;42;4;1;-0,69;1;2
292;1;1;7;16;5;1;-1,06;1;1
293;1;1;12;45;5;1;0,27;2;3
294;1;1;17;63;5;1;1,72;3;4
295;1;1;19;76;5;1;1,63;3;4
296;1;1;12;34;5;1;0,26;2;3
297;1;1;7;17;5;1;-1,25;1;1
298;1;1;12;37;5;1;0,05;2;2
299;1;1;8;18;5;1;-0,68;1;1
300;1;1;3;40;2;1;-1,54;1;1
301;1;1;7;35;5;1;-0,76;1;1
302;1;2;12;41;5;1;0,16;2;3
303;1;1;15;63;5;1;0,85;3;3
304;1;1;7;63;5;1;-0,01;2;2
305;1;1;7;45;4;1;-0,71;1;2
306;1;1;7;36;5;1;-0,49;1;2
307;1;1;7;17;4;1;-1,46;1;1
308;1;1;12;41;3;1;-0,50;1;2
309;1;1;12;48;4;1;-0,09;2;2
310;1;1;17;86;5;1;1,95;3;4
311;1;1;7;63;5;1;0,61;3;3
312;1;1;7;35;4;1;-0,50;1;2
313;1;1;7;38;5;1;-0,17;2;3
314;1;1;12;37;5;1;-0,17;2;2
315;1;1;17;74;5;1;1,61;3;4
316;1;1;7;45;4;1;-0,19;2;2
317;1;1;7;45;4;1;-0,49;1;2
318;1;1;7;16;2;1;-1,93;1;1
319;1;1;12;49;5;1;0,39;2;3
320;1;1;12;63;5;1;0,53;2;3
321;1;1;15;61;5;1;1,04;3;4
322;1;1;7;36;5;1;-0,49;1;2
323;1;1;7;52;5;1;-0,04;2;2
324;1;2;7;31;5;1;-0,39;2;2
325;1;2;10;53;5;1;0,30;2;3
326;1;1;3;32;5;1;-1,02;1;1
327;1;2;12;45;3;1;-0,39;2;2
328;1;2;7;45;4;1;-0,49;1;2
329;1;2;7;42;4;1;-0,28;2;2
330;1;1;12;43;5;1;-0,01;2;2
331;1;2;12;41;5;1;-0,06;2;2
332;1;2;7;38;3;1;-0,65;1;1
333;1;2;12;52;4;1;0,22;2;3
334;1;1;9;36;5;1;-0,01;2;3
335;1;2;7;45;5;1;-0,24;2;2
336;1;1;17;89;5;1;2,03;3;4
337;1;1;7;41;5;1;-0,08;2;3
338;1;1;15;57;5;1;0,92;3;4
339;1;1;3;16;5;1;-1,47;1;1
340;1;1;12;47;4;1;0,43;3;3
341;1;1;12;24;5;1;-0,32;2;2
342;1;2;6;47;4;1;-0,53;1;2
343;1;1;12;45;5;1;0,04;2;2
344;1;1;17;31;5;1;0,21;2;3
345;1;1;12;41;5;1;0,48;3;3
346;1;2;12;60;5;1;0,70;3;3
347;1;1;15;45;4;1;0,70;3;4
348;1;2;15;42;5;1;0,29;2;3
349;1;2;10;45;5;1;-0,17;2;2
350;1;2;17;85;4;1;1,44;3;4
351;1;1;15;63;5;1;1,09;3;4
352;1;1;12;63;5;1;1,17;3;4
353;1;3;17;76;5;1;1,42;3;4
354;1;1;12;57;5;1;0,98;3;4
355;1;1;15;61;4;1;0,58;3;3
356;1;1;17;71;5;1;1,97;3;4
357;1;1;7;26;3;1;-1,02;1;1
358;1;1;12;60;5;1;1,07;3;4
359;1;1;12;49;5;1;0,39;2;3
360;1;1;15;45;5;1;0,58;3;3
361;1;1;12;42;5;1;0,51;3;3
362;1;1;12;60;5;1;1,07;3;4
363;1;1;7;34;5;1;-0,79;1;1
364;1;1;19;89;4;1;1,76;3;4
365;1;1;7;26;3;1;-1,44;1;1
366;1;1;7;16;5;1;-1,06;1;1
367;1;1;9;42;5;1;0,18;2;3
368;1;2;17;89;5;1;1,77;3;4
369;1;4;17;89;5;1;2,03;3;4
370;1;1;15;45;4;1;0,15;2;3
371;1;1;15;86;1;1;0,60;3;3
372;1;3;10;59;4;1;0,22;2;3
373;1;1;12;35;5;1;-0,01;2;2
374;1;1;17;85;5;1;1,66;3;4
375;1;1;;;5;0;;;
376;1;1;15;56;5;1;0,66;3;3
377;1;1;15;61;5;1;1,44;3;4
378;1;1;3;32;3;1;-1,52;1;1
379;1;1;11;63;2;1;0,34;2;3
380;1;1;15;67;1;1;0,09;2;3
381;1;1;7;52;5;1;0,27;2;3
382;1;1;12;61;1;1;0,15;2;3
383;1;3;12;63;5;1;0,53;2;3
384;1;1;7;48;5;1;-0,15;2;2
385;1;1;3;41;5;1;-0,76;1;1
386;1;1;12;45;4;1;0,03;2;2
387;1;1;7;16;5;1;-1,06;1;1
388;1;1;;;5;0;;;
389;1;1;7;36;5;1;-0,49;1;2
390;1;1;12;45;5;1;0,04;2;2
391;1;1;12;45;5;1;0,60;3;3
392;1;1;7;36;2;1;-0,95;1;1
393;1;1;17;71;5;1;1,28;3;4
394;1;1;17;71;5;1;1,53;3;4
395;1;1;12;26;4;1;-0,68;1;2
396;1;1;3;28;5;1;-0,93;1;1
397;1;1;10;86;4;1;0,71;3;3
398;1;1;12;47;4;1;0,08;2;3
399;1;1;0;45;4;1;-0,97;1;1
400;1;1;17;61;5;1;1,01;3;4
401;1;1;12;42;4;1;0,27;2;3
402;1;1;0;23;3;1;-1,89;1;1
403;1;2;17;85;5;1;1,66;3;4
404;1;1;3;49;5;1;-0,27;2;2
405;1;1;17;71;5;1;1,28;3;4
406;1;1;7;24;5;1;-0,61;1;1
407;1;2;12;45;5;1;0,60;3;3
408;1;2;17;76;5;1;1,42;3;4
409;1;1;17;85;5;1;1,66;3;4
410;1;1;11;45;4;1;-0,08;2;2
411;1;1;2;43;5;1;-0,57;1;2
412;1;1;12;70;5;1;0,98;3;4
413;1;1;12;63;5;1;1,17;3;4
414;1;1;17;53;5;1;1,02;3;4
415;1;1;10;53;5;1;0,63;3;3
416;1;1;17;85;5;1;1,66;3;4
417;1;1;7;32;5;1;-0,36;2;2
418;1;1;7;36;4;1;-0,47;1;2
419;1;1;9;36;4;1;-0,25;2;2
420;1;1;10;44;4;1;0,11;2;3
421;1;1;17;66;5;1;1,38;3;4
422;1;1;7;16;5;1;-0,86;1;1
423;1;1;5;37;5;1;-0,42;2;2
424;1;1;17;66;4;1;1,57;3;4
425;1;1;19;59;5;1;1,17;3;4
426;1;1;7;23;5;1;-0,64;1;1
427;1;1;12;61;5;1;0,47;2;3
428;1;1;12;41;5;1;0,48;3;3
429;1;1;15;55;5;1;0,64;3;3
430;1;1;12;36;5;1;-0,20;2;2
431;1;1;17;67;5;1;1,17;3;4
432;1;1;17;55;5;1;1,07;3;4
433;1;2;12;45;5;1;0,27;2;3
434;1;1;12;50;5;1;0,76;3;4
435;1;2;7;36;5;1;-0,49;1;2
436;1;1;17;61;3;1;0,75;3;3
437;1;1;7;40;4;1;-0,35;2;2
438;1;2;19;70;5;1;1,47;3;4
439;1;1;15;58;5;1;0,72;3;3
440;1;1;7;45;4;1;-0,19;2;2
441;1;1;15;71;5;1;1,75;3;4
442;1;1;7;18;4;1;-1,03;1;1
443;1;2;12;27;5;1;0,04;2;3
444;1;1;4;18;5;1;-1,13;1;1
445;1;2;7;27;5;1;-0,51;1;2
446;1;2;7;27;5;1;-0,75;1;1
447;1;2;7;32;5;1;-0,84;1;1
448;1;2;12;52;5;1;0,47;3;3
449;1;1;7;36;5;1;-0,49;1;2
450;1;1;2;37;5;1;-0,76;1;1
451;1;1;12;45;5;1;0,27;2;3
452;1;1;12;56;5;1;0,59;3;3
453;1;2;17;45;5;1;0,58;3;3
454;1;1;10;17;5;1;-0,92;1;1
455;1;1;17;55;5;1;1,07;3;4
456;1;1;15;63;5;1;1,09;3;4
457;1;1;17;71;5;1;1,28;3;4
458;1;1;12;70;5;1;0,98;3;4
459;1;1;17;65;5;1;1,12;3;4
460;1;1;17;38;5;1;0,39;2;3
461;1;1;17;45;5;1;0,58;3;3
462;1;1;3;32;5;1;-0,80;1;1
463;1;1;17;89;5;1;2,03;3;4
464;1;1;10;38;5;1;0,16;2;3
465;1;1;16;46;5;1;0,50;2;3
466;1;2;3;32;5;1;-0,80;1;1
467;1;1;12;48;4;1;-0,09;2;2
468;1;1;15;63;5;1;0,85;3;3
469;1;1;7;38;5;1;-0,17;2;3
470;1;1;7;32;5;1;-0,84;1;1
471;1;1;7;27;1;1;-1,47;1;1
472;1;1;12;45;4;1;-0,17;2;2
473;1;2;15;53;5;1;0,81;3;4
474;1;1;2;32;5;1;-0,91;1;1
475;1;1;15;71;5;1;1,07;3;4
476;1;3;8;24;5;1;-0,73;1;2
477;1;1;7;45;4;1;-0,19;2;2
478;1;1;12;45;5;1;0,27;2;3
479;1;2;7;40;5;1;-0,63;1;2
480;1;1;13;42;1;1;-0,70;1;2
481;1;1;17;74;5;1;1,61;3;4
482;1;1;19;89;4;1;1,76;3;4
483;1;2;7;27;5;1;-0,98;1;1
484;1;1;5;32;4;1;-1,06;1;1
485;1;1;5;16;5;1;-1,49;1;1
486;1;2;17;16;4;1;-0,41;2;2
487;1;2;15;59;5;1;0,74;3;3
488;1;1;3;45;5;1;-0,39;2;2
489;1;2;7;35;5;1;-0,52;1;2
490;1;2;5;27;4;1;-1,41;1;1
491;1;1;12;36;5;1;0,02;2;2
492;1;1;15;52;4;1;0,34;2;3
493;1;2;12;45;5;1;0,60;3;3
494;1;1;7;18;5;1;-1,00;1;1
495;1;1;10;26;3;1;-0,97;1;1
496;1;1;12;57;5;1;0,61;3;3
497;1;1;17;85;5;1;1,66;3;4
498;1;1;12;38;5;1;0,08;2;3
499;1;1;13;45;5;1;0,15;2;3
500;1;1;17;71;5;1;1,53;3;4
501;1;1;17;70;5;1;1,25;3;4
502;1;1;7;31;5;1;-0,64;1;2
503;1;1;7;38;5;1;-0,44;2;2
504;1;3;2;26;3;1;-1,79;1;1
505;1;1;17;89;5;1;2,03;3;4
506;1;1;7;27;4;1;-1,20;1;1
507;1;1;12;57;1;1;-0,50;1;2
508;1;1;12;48;4;1;0,11;2;3
509;1;2;12;57;1;1;0,02;2;3
510;1;2;17;65;5;1;1,36;3;4
511;1;1;7;14;5;1;-0,92;1;1
512;1;1;9;23;5;1;-0,87;1;1
513;1;1;7;40;5;1;-0,11;2;3
514;1;1;;;5;0;;;
515;1;1;17;59;5;1;1,19;3;4
516;1;1;17;55;4;1;1,23;3;4
517;1;1;15;53;5;1;0,58;3;3
518;1;1;17;66;5;1;1,15;3;4
519;1;1;12;30;5;1;-0,36;2;2
520;1;1;9;40;5;1;-0,41;2;2
521;1;1;15;54;5;1;0,84;3;4
522;1;1;12;49;5;1;0,39;2;3
523;1;1;7;59;3;1;0,01;2;3
524;1;1;12;45;5;1;0,27;2;3
525;1;1;7;36;4;1;-0,47;1;2
526;1;1;10;19;5;1;-0,87;1;1
527;1;1;12;52;5;1;0,47;3;3
528;1;1;7;31;4;1;-0,63;1;1
529;1;1;0;38;4;1;-1,18;1;1
530;1;2;7;35;5;1;-0,52;1;2
531;1;1;12;45;5;1;0,27;2;3
532;1;1;12;61;5;1;0,73;3;3
533;1;1;12;61;5;1;0,73;3;3
534;1;1;7;36;5;1;-0,23;2;2
535;1;2;7;45;4;1;-0,19;2;2
536;1;1;2;49;4;1;-0,89;1;1
537;1;2;7;45;1;1;-1,36;1;1
538;1;1;15;55;5;1;1,25;3;4
539;1;1;7;31;5;1;-0,64;1;2
540;1;1;5;23;5;1;-0,86;1;1
541;1;2;7;18;5;1;-1,00;1;1
542;1;1;7;18;3;1;-1,50;1;1
543;1;2;2;17;5;1;-1,38;1;1
544;1;1;3;57;5;1;-0,60;1;2
545;1;1;7;37;5;1;-0,20;2;2
546;1;1;7;18;4;1;-1,25;1;1
547;1;2;10;45;5;1;0,38;3;3
548;1;2;2;45;4;1;-0,74;1;1
549;1;2;4;16;3;1;-2,03;1;1
550;1;1;12;45;5;1;0,27;2;3
551;1;1;17;66;5;1;1,15;3;4
552;1;1;7;30;4;1;-0,91;1;1
553;1;2;17;23;5;1;-0,01;2;2
554;1;1;2;32;4;1;-1,15;1;1
555;1;1;3;32;4;1;-1,27;1;1
556;1;1;17;89;5;1;1,77;3;4
557;1;1;7;18;4;1;-1,25;1;1
558;1;2;9;64;5;1;0,23;2;3
559;1;1;17;89;5;1;2,03;3;4
560;1;1;7;16;2;1;-1,57;1;1
561;1;1;3;32;5;1;-1,28;1;1
562;1;1;17;76;5;1;1,42;3;4
563;1;2;17;47;5;1;0,85;3;4
564;1;1;14;55;5;1;1,14;3;4
565;1;1;17;74;5;1;1,36;3;4
566;1;1;7;53;5;1;-0,01;2;2
567;1;1;17;34;5;1;0,81;3;4
568;1;2;7;27;5;1;-0,75;1;1
569;1;1;7;27;5;1;-0,51;1;2
570;1;2;17;40;5;1;0,45;2;3
571;1;1;12;45;4;1;0,36;2;3
572;1;2;12;45;4;1;0,36;2;3
573;1;1;7;45;5;1;0,05;2;3
574;1;1;7;45;5;1;0,05;2;3
575;1;1;10;45;5;1;0,38;3;3
576;1;1;7;43;5;1;-0,01;2;3
577;1;1;12;61;5;1;1,10;3;4
578;1;2;17;56;5;1;1,50;3;4
579;1;1;;;4;0;;;
580;1;1;7;19;4;1;-1,00;1;1
581;1;1;7;29;5;1;-0,45;2;2
582;1;2;7;25;5;1;-0,81;1;1
583;1;2;2;35;5;1;-0,82;1;1
584;1;2;15;61;5;1;1,44;3;4
585;1;1;4;40;5;1;-0,44;2;2
586;1;2;15;60;5;1;0,77;3;3
587;1;1;12;61;4;1;0,86;3;4
588;1;1;7;47;5;1;0,11;2;3
589;1;1;7;48;4;1;-0,40;2;2
590;1;2;5;45;5;1;-0,45;2;2
591;1;2;12;45;5;1;0,04;2;2
592;1;1;12;18;5;1;-0,24;2;2
593;1;2;17;61;5;1;1,24;3;4
594;1;1;12;45;4;1;0,36;2;3
595;1;2;7;63;5;1;0,61;3;3
596;1;1;15;45;5;1;0,37;2;3
597;1;1;12;41;5;1;0,16;2;3
598;1;1;10;41;4;1;-0,29;2;2
599;1;1;10;38;5;1;0,16;2;3
600;1;1;7;28;4;1;-0,72;1;1
601;1;2;7;50;5;1;-0,10;2;2
602;1;2;7;24;5;1;-0,83;1;1
603;1;1;12;26;5;1;-0,26;2;2
604;1;2;9;45;5;1;-0,03;2;2
605;1;1;15;36;5;1;0,33;2;3
606;1;2;12;49;5;1;0,39;2;3
607;1;1;10;40;4;1;-0,32;2;2
608;1;1;10;45;5;1;-0,17;2;2
609;1;2;15;71;5;1;1,07;3;4
610;1;2;12;41;5;1;0,48;3;3
611;1;2;12;61;5;1;0,47;2;3
612;1;1;17;58;4;1;0,71;3;3
613;1;1;4;63;5;1;0,28;2;3
614;1;1;7;61;5;1;0,55;3;3
615;1;2;15;61;5;1;1,04;3;4
616;1;1;7;45;5;1;0,05;2;3
617;1;2;7;41;5;1;-0,08;2;3
618;1;1;12;66;5;1;1,26;3;4
619;1;1;3;45;5;1;-0,39;2;2
620;1;2;17;66;5;1;1,15;3;4
621;1;1;2;38;5;1;-0,72;1;1
622;1;1;12;45;5;1;0,04;2;2
623;1;1;17;74;5;1;1,36;3;4
624;1;1;7;28;4;1;-0,97;1;1
625;1;1;12;35;5;1;-0,22;2;2
626;1;2;13;40;4;1;-0,01;2;2
627;1;1;7;23;1;1;-1,96;1;1
628;1;2;3;16;5;1;-1,47;1;1
629;1;1;15;59;5;1;0,98;3;4
630;1;1;4;46;3;1;-1,23;1;1
631;1;1;7;30;4;1;-0,66;1;1
632;1;1;17;86;5;1;1,95;3;4
633;1;1;3;32;5;1;-1,02;1;1
634;1;1;3;43;4;1;-1,20;1;1
635;1;1;7;38;5;1;-0,44;2;2
636;1;1;7;43;5;1;-0,01;2;3
637;1;1;14;56;5;1;0,56;2;3
638;1;1;12;49;5;1;0,39;2;3
639;1;2;10;25;5;1;-0,71;1;2
640;1;1;2;32;5;1;-1,38;1;1
641;1;1;17;48;4;1;0,63;3;3
642;1;1;7;37;5;1;-0,47;2;2
643;1;1;0;45;4;1;-0,97;1;1
644;1;1;16;38;5;1;0,29;2;3
645;1;1;12;51;5;1;0,79;3;4
646;1;1;7;31;5;1;-0,64;1;2
647;1;1;0;16;5;1;-1,78;1;1
648;1;1;7;45;5;1;0,05;2;3
649;1;1;17;62;5;1;1,27;3;4
650;1;3;2;17;5;1;-1,79;1;1
651;1;1;12;32;5;1;0,20;2;3
652;1;1;7;45;5;1;0,05;2;3
653;1;1;12;45;5;1;0,27;2;3
654;1;1;7;24;4;1;-1,08;1;1
655;1;1;14;59;5;1;0,64;3;3
656;1;2;7;53;5;1;0,30;2;3
657;1;1;7;29;3;1;-1,36;1;1
658;1;1;1;18;5;1;-1,62;1;1
659;1;1;17;74;4;1;1,14;3;4
660;1;1;12;41;5;1;-0,06;2;2
661;1;1;7;27;5;1;-0,51;1;2
662;1;1;15;67;5;1;0,96;3;4
663;1;1;4;52;1;1;-1,34;1;1
664;1;1;15;55;5;1;0,64;3;3
665;1;1;7;26;5;1;-0,78;1;1
666;1;1;7;49;4;1;-0,06;2;3
667;1;1;12;41;5;1;-0,06;2;2
668;1;1;4;17;5;1;-1,57;1;1
669;1;2;17;61;5;1;1,01;3;4
670;1;2;12;58;5;1;1,01;3;4
671;1;2;17;89;5;1;2,03;3;4
672;1;1;12;24;5;1;-0,52;1;2
673;1;2;17;61;5;1;1,01;3;4
674;1;1;0;56;5;1;-0,95;1;1
675;1;1;17;47;4;1;0,42;2;3
676;1;1;19;61;4;1;1,64;3;4
677;1;3;11;58;5;1;0,29;2;3
678;1;1;12;67;5;1;0,64;3;3
679;1;2;7;37;5;1;-0,20;2;2
680;1;2;15;61;5;1;0,80;3;3
681;1;2;7;43;5;1;-0,01;2;3
682;1;2;8;55;5;1;0,47;3;3
683;1;1;10;24;4;1;-0,51;1;2
684;1;1;4;27;5;1;-0,85;1;1
685;1;1;0;24;5;1;-1,38;1;1
686;1;1;7;32;5;1;-0,36;2;2
687;1;1;3;38;5;1;-0,61;1;1
688;1;1;7;38;5;1;-0,17;2;3
689;1;1;9;32;4;1;-0,85;1;1
690;1;1;9;17;4;1;-1,08;1;1
691;1;2;;;5;0;;;
692;1;1;9;34;5;1;-0,07;2;3
693;1;1;12;16;5;1;-0,30;2;2
694;1;1;12;32;5;1;-0,09;2;2
695;1;1;15;53;5;1;0,58;3;3
696;1;4;7;34;5;1;-0,79;1;1
697;1;1;15;45;4;1;0,70;3;4
698;1;2;12;27;5;1;-0,44;2;2
699;1;4;12;68;3;1;0,23;2;3
700;1;2;17;89;5;1;2,03;3;4
701;1;2;12;35;5;1;-0,01;2;2
702;1;2;12;36;5;1;0,32;2;3
703;1;1;17;41;5;1;0,48;2;3
704;1;1;3;23;5;1;-1,08;1;1
705;1;1;7;31;5;1;-0,87;1;1
706;1;2;7;22;5;1;-0,89;1;1
707;1;1;7;31;5;1;-0,87;1;1
708;1;1;0;18;5;1;-1,72;1;1
709;1;1;3;17;1;1;-2,22;1;1
710;1;1;15;61;5;1;0,80;3;3
711;1;1;7;32;5;1;-0,61;1;2
712;1;1;10;16;5;1;-0,75;1;1
713;1;3;3;25;4;1;-1,47;1;1
714;1;3;7;34;5;1;-0,79;1;1
715;1;1;12;34;4;1;-0,29;2;2
716;1;1;7;27;1;1;-1,74;1;1
717;1;1;8;27;5;1;-0,65;1;2
718;1;2;15;71;5;1;1,07;3;4
719;1;1;0;18;4;1;-1,81;1;1
720;1;2;0;10;1;1;-2,94;1;1
721;1;2;10;38;4;1;-0,38;2;2
722;1;1;0;32;1;1;-2,32;1;1
723;1;2;12;52;1;1;-0,52;1;2
724;1;2;12;45;5;1;0,27;2;3
725;1;1;7;35;5;1;-0,52;1;2
726;1;1;7;26;3;1;-1,44;1;1
727;1;1;7;36;5;1;-0,23;2;2
728;1;1;3;16;5;1;-1,71;1;1
729;1;1;15;17;4;1;-0,46;2;2
730;1;1;2;31;5;1;-0,94;1;1
731;1;1;9;63;5;1;0,20;2;3
732;1;1;5;18;5;1;-1,02;1;1
733;1;1;7;36;5;1;-0,74;1;2
734;1;1;15;17;5;1;-0,39;2;2
735;1;1;7;49;5;1;-0,39;2;2
736;1;1;0;36;5;1;-1,01;1;1
737;1;1;11;64;5;1;0,45;2;3
738;1;1;10;43;5;1;-0,23;2;2
739;1;2;0;19;4;1;-2,17;1;1
740;1;1;12;53;4;1;0,04;2;2
741;1;1;4;18;3;1;-1,60;1;1
742;1;2;7;34;5;1;-0,79;1;1
743;1;2;17;85;5;1;1,66;3;4
744;1;2;7;16;5;1;-0,86;1;1
745;1;1;10;45;5;1;-0,17;2;2
746;1;2;7;27;5;1;-0,51;1;2
747;1;1;9;44;5;1;-0,06;2;2
748;1;3;12;32;5;1;-0,31;2;2
749;1;1;7;38;5;1;-0,68;1;2
750;1;1;1;19;5;1;-1,43;1;1
751;1;1;2;29;5;1;-1,21;1;1
752;1;1;7;16;5;1;-1,06;1;1
753;1;1;17;66;5;1;1,15;3;4
754;1;1;7;20;5;1;-0,95;1;1
755;1;2;7;34;5;1;-0,79;1;1
756;1;1;12;30;5;1;-0,15;2;2
757;1;2;9;57;5;1;0,04;2;2
758;1;2;3;36;5;1;-0,68;1;1
759;1;1;7;36;4;1;-0,74;1;2
760;1;1;15;60;5;1;0,77;3;3
761;1;2;7;47;5;1;0,11;2;3
762;1;2;7;57;5;1;0,10;2;3
763;1;1;12;38;5;1;0,08;2;3
764;1;1;7;49;5;1;0,17;2;3
765;1;2;7;16;4;1;-1,49;1;1
766;1;1;12;42;5;1;-0,04;2;2
767;1;2;7;34;5;1;-0,79;1;1
768;1;1;15;45;5;1;0,37;2;3
769;1;1;3;44;5;1;-0,43;2;2
770;1;1;12;55;5;1;0,92;3;4
771;1;2;17;86;5;1;2,44;3;4
772;1;3;5;36;5;1;-0,95;1;1
773;1;1;7;16;2;1;-1,57;1;1
774;1;1;0;16;5;1;-1,78;1;1
775;1;2;0;17;5;1;-1,75;1;1
776;1;1;7;34;5;1;-0,79;1;1
777;1;1;12;36;4;1;-0,23;2;2
778;1;2;5;23;3;1;-1,74;1;1
