operativo,id,nhogar,miembro,p2,p3,p3b,p4,e2,e6a,e12a,e13,e16a,e_aesc,e_nivel,retro,fexp
eder2019,1059,1,3,1,1979,40,3,2,0,10,2,2,9,4,1,275
eder2019,1060,1,1,1,1969,49,1,2,0,14,1,0,19,7,1,719
eder2019,1060,1,2,2,1971,48,2,2,0,13,1,0,17,7,0,0
eder2019,1060,1,3,1,2001,18,3,1,13,0,0,0,11,6,0,0
eder2019,1060,1,4,1,2005,14,3,1,7,0,0,1,7,4,0,0
eder2019,1061,1,1,1,1940,79,1,2,0,12,1,0,15,7,0,0
eder2019,1061,1,2,2,1950,69,2,2,0,12,1,0,15,7,1,244
eder2019,1061,1,3,2,1976,42,3,2,0,14,2,0,17,7,0,0
eder2019,1062,1,1,1,1981,37,1,2,0,12,2,4,14,6,1,298
eder2019,1062,1,2,2,1983,35,2,2,0,13,1,0,17,7,0,0
eder2019,1062,1,3,2,2014,5,3,1,20,0,0,0,0,1,0,0
eder2019,1062,1,4,2,2018,1,3,1,19,0,0,0,0,1,0,0
eder2019,1063,1,1,1,1969,49,1,2,0,13,1,0,17,7,1,211
eder2019,1064,1,1,1,1981,37,1,2,0,13,1,0,17,7,1,342
eder2019,1065,1,1,2,1971,47,1,2,0,3,1,0,7,3,1,677
eder2019,1065,1,2,1,1965,53,2,2,0,3,1,0,7,3,0,0
eder2019,1065,1,3,1,1995,23,3,2,0,13,2,0,12,6,0,0
eder2019,1066,1,1,1,1982,36,1,2,0,13,2,4,16,6,1,508
eder2019,1067,1,1,1,1980,39,1,2,0,13,2,1,13,6,1,1015
eder2019,1067,1,2,2,1988,30,2,2,0,7,1,0,12,5,0,0
eder2019,1067,1,3,2,2002,16,3,1,7,0,0,2,8,4,0,0
eder2019,1067,1,4,2,2012,7,3,1,3,0,0,0,0,2,0,0
eder2019,1067,1,5,2,2014,5,3,1,20,0,0,0,0,1,0,0
eder2019,1068,1,1,1,1970,48,1,2,0,7,2,3,10,4,1,752
eder2019,1068,1,2,2,1974,45,2,2,0,7,1,0,12,5,0,0
eder2019,1068,1,3,2,2005,14,3,1,7,0,0,1,7,4,0,0
eder2019,1069,1,1,1,1951,68,1,2,0,13,1,0,17,7,1,414
eder2019,1069,1,2,2,1965,53,2,2,0,13,1,0,17,7,0,0
eder2019,1070,1,1,1,1976,42,1,2,0,7,1,0,12,5,0,0
eder2019,1070,1,2,2,1981,38,2,2,0,12,1,0,15,7,1,1989
eder2019,1070,1,3,1,2011,8,3,1,3,0,0,2,1,2,0,0
eder2019,1071,1,1,1,1967,52,1,2,0,14,1,0,19,7,0,0
eder2019,1071,1,2,2,1970,48,2,2,0,13,1,0,17,7,1,229
eder2019,1071,1,3,1,1996,23,3,2,0,12,1,0,15,7,0,0
eder2019,1071,1,4,2,1998,20,3,1,13,0,0,2,13,6,0,0
eder2019,1071,1,5,2,2004,15,3,1,7,0,0,2,8,4,0,0
eder2019,1072,1,1,1,1938,80,1,2,0,7,1,0,12,5,0,0
eder2019,1072,1,2,2,1937,82,2,2,0,13,1,0,17,7,0,0
eder2019,1072,1,3,1,1972,47,3,2,0,13,1,0,17,7,1,169
eder2019,1073,1,1,2,1950,69,1,2,0,13,1,0,17,7,1,832
eder2019,1074,1,1,1,1949,69,1,2,0,7,2,2,9,4,1,399
eder2019,1074,1,2,2,1971,48,2,2,0,12,2,2,14,6,0,0
eder2019,1074,1,3,1,2004,15,3,1,7,0,0,1,7,4,0,0
eder2019,1075,1,1,1,1970,49,1,2,0,13,1,0,17,7,1,169
eder2019,1075,1,2,2,1977,41,2,2,0,13,1,0,17,7,0,0
eder2019,1075,1,3,1,2006,12,3,1,3,0,0,6,5,2,0,0
eder2019,1075,1,4,2,2008,10,3,1,3,0,0,4,3,2,0,0
eder2019,1075,1,5,2,2015,4,3,1,20,0,0,0,0,1,0,0
eder2019,1076,1,1,2,1972,46,1,2,0,13,1,0,17,7,1,228
eder2019,1076,1,2,1,1970,48,2,2,0,13,1,0,17,7,0,0
eder2019,1076,1,3,2,2000,19,3,1,13,0,0,0,11,6,0,0
eder2019,1076,1,4,2,2003,16,3,1,7,0,0,3,9,4,0,0
eder2019,1077,1,1,1,1944,74,1,2,0,7,2,3,10,4,0,0
eder2019,1077,1,2,2,1948,71,2,2,0,7,2,4,11,4,1,110
eder2019,1078,1,1,1,1971,48,1,2,0,12,2,3,14,6,1,1032
eder2019,1079,1,1,1,1981,38,1,2,0,13,1,0,17,7,1,210
eder2019,1079,1,2,2,1976,42,2,2,0,12,1,0,15,7,0,0
eder2019,1079,1,3,2,2010,8,3,1,3,0,0,2,1,2,0,0
eder2019,1080,1,1,1,1965,53,1,2,0,13,1,0,17,7,0,0
eder2019,1080,1,2,2,1970,49,2,2,0,13,1,0,17,7,1,153
eder2019,1080,1,3,2,2001,18,3,1,13,0,0,0,11,6,0,0
eder2019,1080,1,4,1,2003,15,3,1,7,0,0,2,8,4,0,0
eder2019,1081,1,1,2,1952,67,1,2,0,7,2,3,10,4,1,153
eder2019,1082,1,1,2,1950,68,1,2,0,7,2,4,11,4,1,153
eder2019,1083,1,1,1,1980,38,1,2,0,13,2,1,13,6,1,170
eder2019,1084,1,1,2,1949,69,1,2,0,7,1,0,12,5,1,206
eder2019,1085,1,1,2,1948,71,1,2,0,7,2,2,9,4,1,275
eder2019,1085,1,2,1,1940,78,2,2,0,3,2,5,5,2,0,0
eder2019,1086,1,1,1,1968,51,1,2,0,13,2,1,13,6,1,280
eder2019,1087,1,1,1,1956,63,1,2,0,7,1,0,12,5,0,0
eder2019,1087,1,2,2,1950,69,2,2,0,12,1,0,15,7,1,367
eder2019,1087,1,3,2,1980,39,3,2,0,7,1,0,12,5,0,0
eder2019,1087,1,4,2,2011,8,6,1,3,0,0,2,1,2,0,0
eder2019,1088,1,1,1,1979,39,1,2,0,14,1,0,19,7,1,211
eder2019,1089,1,1,1,1982,37,1,2,0,13,2,4,16,6,1,510
eder2019,1090,1,1,1,1967,51,1,2,0,12,1,0,15,7,0,0
eder2019,1090,1,2,2,1972,46,2,2,0,12,2,4,14,6,1,145
eder2019,1090,1,3,2,2002,17,3,1,7,0,0,4,10,4,0,0
eder2019,1090,1,4,1,2007,12,3,1,3,0,0,6,5,2,0,0
eder2019,1091,1,1,1,1980,38,1,2,0,13,2,4,16,6,1,136
eder2019,1091,1,2,2,1976,43,2,2,0,7,1,0,12,5,0,0
eder2019,1091,1,3,1,2007,12,3,1,3,0,0,6,5,2,0,0
eder2019,1091,1,4,2,2016,2,3,1,19,0,0,0,0,1,0,0
eder2019,1092,1,1,1,1970,49,1,2,0,4,1,0,9,4,0,0
eder2019,1092,1,2,2,1970,49,2,2,0,7,1,0,12,5,1,145
eder2019,1092,1,3,1,2006,13,3,1,7,0,0,0,7,4,0,0
eder2019,1093,1,1,1,1945,74,1,2,0,7,2,3,10,4,0,0
eder2019,1093,1,2,2,1949,70,2,2,0,3,1,0,7,3,1,122
eder2019,1093,1,3,1,1984,35,3,2,0,13,2,3,15,6,0,0
eder2019,1093,1,4,1,1983,35,5,1,14,14,0,2,18,7,0,0
eder2019,1094,1,1,1,1974,44,1,2,0,7,1,0,12,5,0,0
eder2019,1094,1,2,2,1979,39,2,2,0,7,2,4,11,4,1,118
eder2019,1094,1,3,1,2003,16,3,1,7,7,0,1,7,4,0,0
eder2019,1094,1,4,1,2009,10,3,1,3,0,0,3,2,2,0,0
eder2019,1094,1,5,2,2011,8,3,1,3,0,0,2,1,2,0,0
eder2019,1095,1,1,1,1978,40,1,2,0,13,1,0,17,7,1,169
eder2019,1095,1,2,2,1984,35,2,2,0,13,1,0,17,7,0,0
eder2019,1095,1,3,2,2015,4,3,1,20,0,0,0,0,1,0,0
eder2019,1096,1,1,1,1955,63,1,2,0,13,2,4,16,6,0,0
eder2019,1096,1,2,2,1958,61,2,2,0,7,1,0,12,5,0,0
eder2019,1096,1,3,1,1981,37,3,2,0,13,2,3,15,6,1,137
eder2019,1096,1,4,1,2001,18,6,1,7,0,0,5,11,4,0,0
eder2019,1096,1,5,1,2003,15,6,1,7,0,0,3,9,4,0,0
eder2019,1096,1,6,1,2005,13,6,1,7,0,0,1,7,4,0,0
eder2019,1097,1,1,2,1949,70,1,2,0,7,1,0,12,5,1,298
eder2019,1097,1,2,1,1949,70,2,2,0,7,1,0,12,5,0,0
eder2019,1098,1,1,1,1952,67,1,2,0,12,1,0,15,7,1,66
eder2019,1098,1,2,2,1972,47,2,2,0,13,1,0,17,7,0,0
eder2019,1098,1,3,1,2012,6,3,1,3,0,0,0,0,2,0,0
eder2019,1099,1,1,1,1969,49,1,2,0,12,2,1,13,6,1,597
eder2019,1100,1,1,2,1946,73,1,2,0,12,1,0,15,7,0,0
eder2019,1100,1,2,1,1971,47,3,2,0,13,2,2,14,6,1,124
eder2019,1101,1,1,1,1946,72,1,2,0,13,1,0,17,7,0,0
eder2019,1101,1,2,2,1950,69,2,2,0,13,1,0,17,7,1,313
eder2019,1102,1,1,1,1952,67,1,2,0,13,1,0,17,7,1,210
eder2019,1102,1,2,2,1953,65,2,2,0,13,1,0,17,7,0,0
eder2019,1103,1,1,1,1949,70,1,2,0,10,1,0,12,5,1,189
eder2019,1103,1,2,1,1954,65,2,2,0,13,1,0,17,7,0,0
eder2019,1104,1,1,2,1982,37,1,2,0,12,1,0,15,7,1,1323
eder2019,1104,1,2,2,1989,29,2,2,0,7,1,0,12,5,0,0
eder2019,1105,1,1,1,1964,54,1,2,0,7,2,3,10,4,0,0
eder2019,1105,1,2,2,1968,50,2,2,0,7,1,0,12,5,1,695
eder2019,1105,1,3,1,1995,24,3,2,0,7,2,3,10,4,0,0
eder2019,1105,1,4,2,2001,17,3,1,7,0,0,3,9,4,0,0
eder2019,1105,1,5,2,2007,11,3,1,3,0,0,5,4,2,0,0
eder2019,1106,1,1,1,1978,41,1,2,0,13,2,4,16,6,1,444
eder2019,1106,1,2,2,1981,38,2,2,0,13,1,0,17,7,0,0
eder2019,1106,1,3,2,2006,13,4,1,7,0,0,0,7,4,0,0
eder2019,1106,1,4,1,2012,6,4,1,3,0,0,0,0,2,0,0
eder2019,1106,1,5,2,2019,0,3,3,0,0,0,0,0,8,0,0
eder2019,1107,1,1,1,1950,69,1,2,0,12,1,0,15,7,1,211
eder2019,1107,1,2,2,1965,53,2,2,0,3,1,0,7,3,0,0
eder2019,1107,1,3,1,1995,24,3,1,13,0,0,0,11,6,0,0
eder2019,1108,1,1,2,1970,49,1,2,0,13,1,0,17,7,1,391
eder2019,1108,1,2,1,2011,8,3,1,3,0,0,3,2,2,0,0
eder2019,1109,1,1,1,1954,64,1,2,0,3,2,3,3,2,0,0
eder2019,1109,1,2,2,1954,64,2,2,0,3,2,3,3,2,0,0
eder2019,1109,1,3,2,1979,39,3,2,0,13,1,0,17,7,1,469
eder2019,1110,1,1,1,1981,38,1,2,0,14,1,0,19,7,1,1617
eder2019,1111,1,1,2,1978,41,1,2,0,12,1,0,15,7,1,330
eder2019,1111,1,2,1,1971,47,2,2,0,7,1,0,12,5,0,0
eder2019,1111,1,3,2,2003,16,3,1,7,0,2,3,9,4,0,0
eder2019,1111,1,4,2,2005,13,3,1,7,0,2,0,7,4,0,0
eder2019,1112,1,1,2,1952,67,1,2,0,13,2,0,12,6,1,823
eder2019,1112,1,2,2,1985,34,3,2,0,13,1,0,17,7,0,0
eder2019,1112,1,3,2,2012,6,6,1,3,0,0,0,0,2,0,0
eder2019,1113,1,1,1,1968,50,1,2,0,13,1,0,17,7,1,459
eder2019,1113,1,2,2,1967,51,2,2,0,14,1,0,19,7,0,0
eder2019,1114,1,1,1,1974,45,1,2,0,13,1,0,17,7,0,0
eder2019,1114,1,2,2,1982,37,2,2,0,13,1,0,17,7,1,1323
eder2019,1114,1,3,1,1999,19,4,1,13,0,0,0,11,6,0,0
eder2019,1114,1,4,2,2014,5,3,1,20,0,0,0,0,1,0,0
eder2019,1114,1,5,2,2018,1,3,3,0,0,0,0,0,8,0,0
eder2019,1115,1,1,2,1968,50,1,2,0,12,1,0,15,7,1,552
eder2019,1115,1,2,1,1967,52,2,2,0,13,2,4,16,6,0,0
eder2019,1115,1,3,1,1995,24,3,1,13,0,0,4,15,6,0,0
eder2019,1115,1,4,1,1998,21,3,1,13,0,0,2,13,6,0,0
eder2019,1115,1,5,1,2003,15,3,1,7,7,2,2,8,4,0,0
eder2019,1116,1,1,2,1968,50,1,2,0,12,1,0,15,7,1,158
eder2019,1116,1,2,1,1965,53,2,2,0,13,1,0,17,7,0,0
eder2019,1116,1,3,2,1996,23,3,1,13,0,0,4,15,6,0,0
eder2019,1116,1,4,1,1999,19,3,1,12,0,0,1,12,6,0,0
eder2019,1117,1,1,1,1975,44,1,2,0,7,1,0,12,5,0,0
eder2019,1117,1,2,2,1980,39,1,2,0,13,1,0,17,7,1,470
eder2019,1117,1,3,1,2014,5,3,1,20,0,0,0,0,1,0,0
eder2019,1117,1,4,1,2016,3,3,1,19,0,0,0,0,1,0,0
eder2019,1118,1,1,1,1978,41,1,2,0,7,2,4,11,4,1,180
eder2019,1118,1,2,1,2002,17,3,1,7,0,0,2,8,4,0,0
eder2019,1118,1,3,2,2004,14,3,1,7,0,0,1,7,4,0,0
eder2019,1119,1,1,1,1951,67,1,2,0,7,2,2,9,4,1,116
eder2019,1119,1,2,1,1943,76,8,2,0,12,1,0,15,7,0,0
eder2019,1120,1,1,1,1978,40,1,2,0,13,2,2,14,6,1,175
eder2019,1121,1,1,2,1978,41,1,2,0,13,1,0,17,7,1,189
eder2019,1121,1,2,2,2001,18,3,1,7,0,0,4,10,4,0,0
eder2019,1121,1,3,1,2004,15,3,1,7,0,0,2,8,4,0,0
eder2019,1122,1,1,1,1978,41,1,1,14,0,0,0,17,7,1,217
eder2019,1122,1,2,2,1971,48,2,1,13,0,0,0,11,6,0,0
eder2019,1122,1,3,2,1993,26,4,2,0,12,1,0,15,7,0,0
eder2019,1122,1,4,2,2011,7,3,1,3,0,0,1,0,2,0,0
eder2019,1123,1,1,1,1953,66,1,2,0,7,1,0,12,5,0,0
eder2019,1123,1,2,2,1950,68,2,2,0,12,2,3,14,6,1,117
eder2019,1123,1,3,1,1979,39,3,2,0,12,1,0,15,7,0,0
eder2019,1124,1,1,1,1944,74,1,2,0,13,1,0,17,7,0,0
eder2019,1124,1,2,2,1948,70,2,2,0,13,1,0,17,7,1,314
eder2019,1124,1,3,1,1985,33,3,2,0,12,1,0,15,7,0,0
eder2019,1125,1,1,1,1948,71,1,2,0,3,1,0,7,3,1,287
eder2019,1125,1,2,2,1947,71,2,2,0,3,1,0,7,3,0,0
eder2019,1126,1,1,2,1970,48,1,2,0,7,1,0,12,5,1,652
eder2019,1126,1,2,1,2001,18,3,1,12,0,0,0,11,6,0,0
eder2019,1126,1,3,1,2002,16,3,1,7,0,0,3,9,4,0,0
eder2019,1126,1,4,2,2006,13,3,1,7,0,0,0,7,4,0,0
eder2019,1127,1,1,1,1942,77,1,2,0,3,1,0,7,3,0,0
eder2019,1127,1,2,2,1949,70,2,2,0,13,2,3,15,6,1,343
eder2019,1128,1,1,1,1949,69,1,2,0,7,2,2,9,4,1,337
eder2019,1128,1,2,2,1948,70,2,2,0,3,1,0,7,3,0,0
eder2019,1128,1,3,2,1989,29,3,1,13,0,0,3,14,6,0,0
eder2019,1129,1,1,1,1949,69,1,2,0,12,2,3,14,6,1,178
eder2019,1129,1,2,2,1955,63,2,2,0,12,1,0,15,7,0,0
eder2019,1129,1,3,2,1992,26,3,1,12,0,0,4,14,6,0,0
eder2019,1130,1,1,1,1972,47,1,2,0,7,1,0,12,5,1,373
eder2019,1130,1,2,2,1975,43,2,2,0,12,2,6,14,6,0,0
eder2019,1130,1,3,2,2006,12,3,1,3,0,0,6,5,2,0,0
eder2019,1130,1,4,2,2011,7,3,1,3,0,0,1,0,2,0,0
eder2019,1130,1,5,1,2016,3,3,1,19,0,0,0,0,1,0,0
eder2019,1131,1,1,1,1984,34,1,2,0,12,1,0,15,7,0,0
eder2019,1131,1,2,2,1982,37,2,2,0,13,1,0,17,7,1,441
eder2019,1132,1,1,1,1937,82,1,2,0,13,2,3,15,6,0,0
eder2019,1132,1,2,1,1970,49,3,2,0,12,2,1,13,6,0,0
eder2019,1132,1,3,1,1980,38,3,2,0,7,1,0,12,5,1,614
eder2019,1133,1,1,1,1972,46,1,2,0,3,2,4,4,2,1,224
eder2019,1133,1,2,2,1968,51,2,2,0,7,1,0,12,5,0,0
eder2019,1134,1,1,2,1979,39,1,2,0,13,1,0,17,7,1,346
eder2019,1134,1,2,2,1945,74,7,2,0,3,1,0,7,3,0,0
eder2019,1135,1,1,1,1972,46,1,2,0,3,1,0,7,3,1,250
eder2019,1135,1,2,2,1967,52,2,2,0,3,1,0,7,3,0,0
eder2019,1136,1,1,2,1969,49,1,2,0,10,2,2,9,4,1,272
eder2019,1136,1,2,1,1998,20,3,1,13,0,0,0,11,6,0,0
eder2019,1136,1,3,1,1995,23,3,1,7,0,0,3,9,4,0,0
eder2019,1136,1,4,2,2001,17,3,1,7,0,0,3,9,4,0,0
eder2019,1136,1,5,1,2003,16,3,1,7,0,0,2,8,4,0,0
eder2019,1136,1,6,1,2004,14,3,1,7,0,0,1,7,4,0,0
eder2019,1137,1,1,2,1968,51,1,2,0,12,1,0,15,7,1,604
eder2019,1137,1,2,2,1999,19,3,2,0,7,1,0,12,5,0,0
eder2019,1138,1,1,1,1981,38,1,2,0,12,2,2,14,6,1,642
eder2019,1138,1,2,2,1975,43,2,2,0,12,2,2,14,6,0,0
eder2019,1138,1,3,2,2004,15,4,1,7,0,0,2,8,4,0,0
eder2019,1138,1,4,2,2016,2,3,3,0,0,0,0,0,8,0,0
eder2019,1139,1,1,1,1969,49,1,2,0,3,1,0,7,3,1,250
eder2019,1139,1,2,1,2002,16,3,1,7,0,0,3,9,4,0,0
eder2019,1139,1,3,1,1997,22,3,1,13,0,0,1,12,6,0,0
eder2019,1139,1,4,2,1971,48,2,2,0,10,1,0,12,5,0,0
eder2019,1139,1,5,1,1993,25,4,1,12,0,0,3,14,6,0,0
eder2019,1140,1,1,2,1979,40,1,2,0,7,1,0,12,5,1,406
eder2019,1140,1,2,1,1978,41,2,2,0,3,1,0,7,3,0,0
eder2019,1140,1,3,1,2013,5,3,1,19,0,0,0,0,1,0,0
eder2019,1141,1,1,2,1972,47,1,2,0,13,2,2,14,6,1,461
eder2019,1141,1,2,1,1998,20,3,1,13,0,0,1,12,6,0,0
eder2019,1141,1,3,2,2000,19,3,1,13,0,0,0,11,6,0,0
eder2019,1141,1,4,2,2009,9,3,1,3,0,0,3,2,2,0,0
eder2019,1142,1,1,1,1968,51,1,2,0,3,1,0,7,3,1,251
eder2019,1142,1,2,2,1967,51,2,2,0,3,1,0,7,3,0,0
eder2019,1142,1,3,2,1999,20,4,2,0,7,1,0,12,5,0,0
eder2019,1143,1,1,2,1952,66,1,2,0,3,1,0,7,3,1,379
eder2019,1144,1,1,1,1971,48,1,2,0,7,2,2,9,4,1,250
eder2019,1144,1,2,1,1987,32,2,2,0,3,1,0,7,3,0,0
eder2019,1144,1,3,2,2018,1,3,3,0,0,0,0,0,8,0,0
eder2019,1145,1,1,1,1971,47,1,2,0,7,1,0,12,5,0,0
eder2019,1145,1,2,2,1969,49,2,2,0,7,1,0,12,5,1,460
eder2019,1145,1,3,1,1994,25,3,2,0,7,1,0,12,5,0,0
eder2019,1145,1,4,2,1988,30,3,2,0,7,1,0,12,5,0,0
eder2019,1146,1,1,1,1948,70,1,2,0,7,2,3,10,4,1,226
eder2019,1146,1,2,2,1945,74,2,2,0,3,1,0,7,3,0,0
eder2019,1146,1,3,1,1981,38,3,2,0,13,1,0,17,7,0,0
eder2019,1147,1,1,1,1969,49,1,2,0,7,2,3,10,4,1,250
eder2019,1148,1,1,2,1972,47,1,2,0,3,2,3,3,2,1,272
eder2019,1148,1,2,1,1968,50,2,2,0,3,2,2,2,2,0,0
eder2019,1148,1,3,1,1993,26,3,2,0,7,1,0,12,5,0,0
eder2019,1148,1,4,2,1993,25,5,2,0,99,9,99,99,9,0,0
eder2019,1148,1,5,1,2012,6,6,1,3,0,0,1,0,2,0,0
eder2019,1149,1,1,2,1943,75,1,2,0,3,1,0,7,3,0,0
eder2019,1149,1,2,1,1981,37,3,2,0,7,1,0,12,5,1,548
eder2019,1150,1,1,2,1981,38,1,2,0,12,1,0,15,7,0,0
eder2019,1150,1,2,1,1978,41,2,2,0,10,1,0,12,5,1,547
eder2019,1150,1,3,2,2010,8,3,1,3,0,0,2,1,2,0,0
eder2019,1150,1,4,1,2013,6,3,1,3,0,0,0,0,2,0,0
eder2019,1151,1,1,1,1978,40,1,2,0,10,1,0,12,5,1,548
eder2019,1151,1,2,2,9999,9999,2,2,0,10,1,0,12,5,0,0
eder2019,1151,1,3,2,2014,5,3,1,20,0,0,0,0,1,0,0
eder2019,1151,1,4,2,2016,3,3,1,19,0,0,0,0,1,0,0
eder2019,1151,1,5,1,2017,2,3,3,0,0,0,0,0,8,0,0
eder2019,1152,1,1,1,1980,39,1,2,0,7,1,0,12,5,1,547
eder2019,1152,1,2,2,1985,34,2,2,0,3,2,5,5,2,0,0
eder2019,1152,1,3,2,2005,13,3,1,7,0,0,0,7,4,0,0
eder2019,1152,1,4,1,2011,8,3,1,3,0,0,2,1,2,0,0
eder2019,1153,1,1,2,1981,38,1,2,0,7,2,4,11,4,1,596
eder2019,1153,1,2,1,1978,40,2,2,0,7,1,0,12,5,0,0
eder2019,1153,1,3,1,2006,13,3,1,3,0,0,6,5,2,0,0
eder2019,1153,1,4,2,2012,6,3,1,3,0,0,0,0,2,0,0
eder2019,1154,1,1,1,1970,49,1,2,0,7,1,0,12,5,1,438
eder2019,1154,1,2,2,1972,46,2,2,0,3,1,0,7,3,0,0
eder2019,1154,1,3,1,1991,27,3,1,10,0,0,2,8,4,0,0
eder2019,1154,1,4,1,1994,24,3,1,12,0,0,0,11,6,0,0
eder2019,1154,1,5,2,2004,15,3,1,7,0,0,1,7,4,0,0
eder2019,1154,1,6,1,2008,10,3,1,3,0,0,4,3,2,0,0
eder2019,1154,1,7,1,2008,10,3,1,3,0,0,4,3,2,0,0
eder2019,1155,1,1,2,1978,40,1,2,0,3,1,0,7,3,1,595
eder2019,1155,1,2,1,1977,42,2,2,0,3,1,0,7,3,0,0
eder2019,1155,1,3,2,2001,18,3,1,13,0,0,0,11,6,0,0
eder2019,1155,1,4,1,2003,16,3,1,7,0,0,3,9,4,0,0
eder2019,1155,1,5,1,2009,9,3,1,3,0,0,3,2,2,0,0
eder2019,1155,1,6,1,2016,2,3,3,0,0,0,0,0,8,0,0
eder2019,1156,1,1,2,1968,51,1,2,0,7,2,1,8,4,1,272
eder2019,1156,1,2,1,1988,31,3,1,10,0,0,3,9,4,0,0
eder2019,1156,1,3,2,2007,12,3,1,7,0,0,0,7,4,0,0
eder2019,1157,1,1,2,1978,41,1,2,0,7,2,2,9,4,1,595
eder2019,1157,1,2,1,1975,43,2,2,0,7,2,3,10,4,0,0
eder2019,1157,1,3,2,2003,15,3,1,7,0,0,3,9,4,0,0
eder2019,1157,1,4,2,2012,7,3,1,3,0,0,1,0,2,0,0
eder2019,1157,1,5,2,2014,5,3,1,20,0,0,0,0,1,0,0
eder2019,1158,1,1,1,1966,53,1,2,0,7,1,0,12,5,0,0
eder2019,1158,1,2,2,1972,47,2,2,0,7,2,2,9,4,1,272
eder2019,1158,1,3,1,1964,54,12,2,0,7,2,2,9,4,0,0
eder2019,1159,1,1,2,1968,50,1,2,0,3,1,0,7,3,1,272
eder2019,1159,1,2,2,1994,24,5,2,0,7,2,3,10,4,0,0
eder2019,1159,1,3,1,1998,20,3,2,0,7,2,1,8,4,0,0
eder2019,1159,1,4,1,2005,13,3,1,7,0,0,0,7,4,0,0
eder2019,1159,1,5,1,1992,27,3,2,0,7,2,2,9,4,0,0
eder2019,1159,1,6,1,2011,8,6,1,3,0,0,2,1,2,0,0
eder2019,1160,1,1,1,1952,67,1,2,0,3,2,1,1,2,0,0
eder2019,1160,1,2,2,1951,67,2,2,0,3,1,0,7,3,1,378
eder2019,1160,1,3,1,1988,30,3,2,0,7,2,2,9,4,0,0
eder2019,1160,1,4,1,1991,28,3,2,0,10,2,4,11,4,0,0
eder2019,1160,1,5,2,2017,1,6,3,0,0,0,0,0,8,0,0
eder2019,1161,1,1,1,1972,46,1,2,0,7,2,2,9,4,0,0
eder2019,1161,1,2,2,1980,39,2,2,0,12,2,2,14,6,1,407
eder2019,1161,1,3,1,2000,18,3,1,7,0,0,3,9,4,0,0
eder2019,1161,1,4,2,2000,18,3,1,7,0,0,3,9,4,0,0
eder2019,1161,1,5,2,2003,15,3,1,7,0,0,2,8,4,0,0
eder2019,1161,1,6,2,2008,11,3,1,6,0,0,4,99,0,0,0
eder2019,1161,1,7,1,2011,8,3,1,3,0,0,2,1,2,0,0
eder2019,1161,1,8,1,2016,3,4,3,0,0,0,0,0,8,0,0
eder2019,1162,1,1,2,1981,38,1,2,0,3,1,0,7,3,1,596
eder2019,1162,1,2,1,1982,37,2,2,0,7,2,1,8,4,0,0
eder2019,1162,1,3,1,2003,15,3,1,7,0,0,2,8,4,0,0
eder2019,1162,1,4,2,2005,14,3,1,7,0,0,1,7,4,0,0
eder2019,1162,1,5,1,2012,7,3,1,3,0,0,1,0,2,0,0
eder2019,1163,1,1,1,1952,67,1,2,0,3,1,0,7,3,1,293
eder2019,1164,1,1,1,1964,55,1,2,0,13,2,3,15,6,0,0
eder2019,1164,1,2,2,1970,48,2,2,0,3,1,0,7,3,1,328
eder2019,1164,1,3,2,2006,13,3,1,3,0,0,6,5,2,0,0
eder2019,1165,1,1,1,1968,51,1,2,0,3,1,0,7,3,1,262
eder2019,1165,1,2,2,1976,43,2,2,0,3,1,0,7,3,0,0
eder2019,1165,1,3,1,1995,23,3,2,0,7,2,3,10,4,0,0
eder2019,1165,1,4,2,2000,18,3,1,7,0,0,2,8,4,0,0
eder2019,1165,1,5,2,2001,18,3,1,7,0,0,2,8,4,0,0
eder2019,1166,1,1,2,1968,50,1,2,0,7,2,3,10,4,1,329
eder2019,1166,1,2,1,1956,62,2,2,0,3,2,5,5,2,0,0
eder2019,1166,1,3,2,2006,13,3,1,3,0,0,5,4,2,0,0
eder2019,1166,1,4,1,2008,11,3,1,3,0,0,3,2,2,0,0
eder2019,1166,1,5,2,2010,9,3,1,3,0,0,2,1,2,0,0
eder2019,1167,1,1,2,1968,51,1,2,0,12,1,0,15,7,1,399
eder2019,1167,1,2,1,1951,68,2,2,0,3,1,0,7,3,0,0
eder2019,1167,1,3,2,1997,22,3,2,0,3,1,0,7,3,0,0
eder2019,1167,1,4,2,1999,20,3,1,7,0,0,5,11,4,0,0
eder2019,1167,1,5,2,2016,2,6,3,0,0,0,0,0,8,0,0
eder2019,1168,1,1,1,1949,70,1,2,0,3,2,6,6,2,1,293
eder2019,1168,1,2,2,1952,66,2,2,0,3,1,0,7,3,0,0
eder2019,1168,1,3,1,1976,43,3,2,0,7,2,3,10,4,0,0
eder2019,1169,1,1,1,1969,49,1,2,0,12,1,0,15,7,1,493
eder2019,1169,1,2,2,1978,41,2,2,0,3,1,0,7,3,0,0
eder2019,1169,1,3,2,1999,19,3,1,13,0,0,1,12,6,0,0
eder2019,1169,1,4,1,2006,12,3,1,3,0,0,7,6,2,0,0
eder2019,1169,1,5,2,2009,9,3,1,3,0,0,4,3,2,0,0
eder2019,1170,1,1,1,1950,68,1,2,0,3,2,3,3,2,1,226
eder2019,1170,1,2,1,1993,26,2,2,0,3,1,0,7,3,0,0
eder2019,1170,1,3,2,1927,92,7,2,0,3,2,1,1,2,0,0
eder2019,1171,1,1,2,1968,50,1,2,0,3,2,3,3,2,1,272
