operativo,id,nhogar,miembro,p2,p3,p3b,p4,e2,e6a,e12a,e13,e16a,e_aesc,e_nivel,retro,fexp
eder2019,1171,1,2,1,1989,29,3,2,0,7,2,2,9,4,0,0
eder2019,1171,1,3,1,1991,28,3,2,0,7,2,2,9,4,0,0
eder2019,1171,1,4,1,1993,26,3,2,0,7,2,2,9,4,0,0
eder2019,1171,1,5,2,2006,13,3,1,7,0,0,0,7,4,0,0
eder2019,1171,1,6,2,2009,10,3,1,3,0,0,4,3,2,0,0
eder2019,1172,1,1,1,1969,50,1,2,0,7,1,0,12,5,1,439
eder2019,1172,1,2,2,1980,39,2,2,7,7,2,1,8,4,0,0
eder2019,1172,1,3,2,1996,23,3,1,12,0,0,2,13,6,0,0
eder2019,1172,1,4,1,2000,18,3,1,7,0,0,4,10,4,0,0
eder2019,1172,1,5,2,2004,15,3,1,7,0,0,2,8,4,0,0
eder2019,1172,1,6,1,2017,2,3,3,0,0,0,0,0,8,0,0
eder2019,1172,1,7,2,2016,3,6,1,19,0,0,0,0,1,0,0
eder2019,1173,1,1,1,1980,39,1,2,0,7,2,2,9,4,1,737
eder2019,1173,1,2,2,1992,27,2,2,0,7,1,0,12,5,0,0
eder2019,1173,1,3,1,2002,16,3,1,7,0,0,4,10,4,0,0
eder2019,1173,1,4,1,2011,7,3,1,3,0,0,3,2,2,0,0
eder2019,1174,1,1,1,1970,49,1,2,0,7,2,1,8,4,1,250
eder2019,1174,1,2,2,1971,48,2,2,0,3,1,0,7,3,0,0
eder2019,1174,1,3,1,2013,6,3,1,3,0,0,1,0,2,0,0
eder2019,1174,1,4,2,2009,10,3,1,3,0,0,4,3,2,0,0
eder2019,1174,1,5,1,1997,22,4,2,0,3,1,0,7,3,0,0
eder2019,1174,1,6,1,2002,17,4,1,7,0,0,1,7,4,0,0
eder2019,1175,1,1,1,1980,38,1,2,0,3,2,5,5,2,0,0
eder2019,1175,1,2,2,1979,39,2,2,0,3,2,5,5,2,1,595
eder2019,1175,1,3,2,2014,5,3,1,20,0,0,0,0,1,0,0
eder2019,1175,1,4,1,2016,3,3,1,19,0,0,0,0,1,0,0
eder2019,1176,1,1,1,1972,46,1,2,0,3,1,0,7,3,1,251
eder2019,1176,1,2,2,1965,54,2,2,0,3,1,0,7,3,0,0
eder2019,1176,1,3,2,1950,69,7,2,0,3,1,0,7,3,0,0
eder2019,1177,1,1,2,1952,67,1,2,0,3,2,2,2,2,1,379
eder2019,1177,1,2,2,1927,92,7,3,0,0,0,0,0,8,0,0
eder2019,1178,1,1,2,1950,69,1,1,10,0,0,4,10,4,1,379
eder2019,1178,1,2,2,1978,41,3,2,0,7,1,0,12,5,0,0
eder2019,1179,1,1,1,1979,39,1,2,0,7,2,0,7,4,1,736
eder2019,1179,1,2,2,1989,30,2,1,12,0,0,1,12,6,0,0
eder2019,1179,1,3,1,2007,12,3,1,7,0,0,6,11,4,0,0
eder2019,1179,1,4,1,2010,9,3,1,3,0,0,3,2,2,0,0
eder2019,1179,1,5,1,2018,1,3,3,0,0,0,0,0,8,0,0
eder2019,1180,1,1,1,1952,66,1,2,0,3,2,4,4,2,1,226
eder2019,1181,1,1,2,1979,39,1,1,10,0,0,4,10,4,1,596
eder2019,1181,1,2,2,2002,17,3,1,7,0,0,2,8,4,0,0
eder2019,1181,1,3,1,2007,12,3,1,3,0,0,6,5,2,0,0
eder2019,1181,1,4,1,2008,10,3,1,3,0,0,4,3,2,0,0
eder2019,1181,1,5,1,2010,9,3,1,3,0,0,3,2,2,0,0
eder2019,1181,1,6,1,2017,2,3,3,0,0,0,0,0,8,0,0
eder2019,1182,1,1,2,1972,47,1,2,0,3,2,2,2,2,1,272
eder2019,1183,1,1,2,1949,69,1,2,0,3,2,5,5,2,1,379
eder2019,1183,1,2,2,1979,40,3,2,0,7,1,0,12,5,0,0
eder2019,1183,1,3,1,1976,43,5,2,0,7,1,0,12,5,0,0
eder2019,1183,1,4,2,1986,33,3,2,0,7,1,0,12,5,0,0
eder2019,1183,1,5,2,2009,10,6,1,3,0,0,3,2,2,0,0
eder2019,1183,1,6,2,2010,9,6,1,3,0,0,2,1,2,0,0
eder2019,1183,1,7,2,2016,2,6,3,0,0,0,0,0,8,0,0
eder2019,1184,1,1,1,1950,68,1,2,0,3,1,0,7,3,1,226
eder2019,1184,1,2,2,1955,63,2,2,0,3,1,0,7,3,0,0
eder2019,1184,1,3,1,1979,39,3,2,0,3,1,0,7,3,0,0
eder2019,1184,1,4,1,1985,33,3,2,0,3,1,0,7,3,0,0
eder2019,1185,1,1,2,1969,50,1,2,0,7,2,2,9,4,1,328
eder2019,1185,1,2,1,1997,21,3,2,0,7,1,0,12,5,0,0
eder2019,1186,1,1,2,1968,51,1,2,0,13,2,3,15,6,1,472
eder2019,1186,1,2,1,1988,31,3,2,0,13,2,1,13,6,0,0
eder2019,1186,1,3,1,1990,29,3,2,0,13,2,1,13,6,0,0
eder2019,1186,1,4,1,1997,22,3,1,13,0,0,0,11,6,0,0
eder2019,1187,1,1,2,1979,40,1,2,0,7,2,3,10,4,1,384
eder2019,1187,1,2,2,1997,22,3,2,0,7,1,0,12,5,0,0
eder2019,1187,1,3,1,2015,4,6,1,20,0,0,0,0,1,0,0
eder2019,1187,1,4,1,1960,58,2,2,0,3,1,0,7,3,0,0
eder2019,1188,1,1,2,1981,37,1,2,0,3,1,0,7,3,1,384
eder2019,1188,1,2,1,2001,17,3,1,7,0,0,3,9,4,0,0
eder2019,1188,1,3,1,2003,16,3,1,7,0,0,2,8,4,0,0
eder2019,1188,1,4,1,2013,6,3,1,3,0,0,1,0,2,0,0
eder2019,1188,1,5,1,2017,2,3,3,0,0,0,0,0,8,0,0
eder2019,1189,1,1,1,1972,47,1,2,0,3,1,0,7,3,1,261
eder2019,1189,1,2,2,1969,49,2,2,0,7,2,2,9,4,0,0
eder2019,1189,1,3,2,2002,16,3,1,7,0,0,1,7,4,0,0
eder2019,1189,1,4,2,2005,14,3,1,7,0,0,0,7,4,0,0
eder2019,1190,1,1,2,1948,71,1,2,0,3,1,0,7,3,1,398
eder2019,1190,1,2,1,1949,69,2,2,0,7,2,99,99,4,0,0
eder2019,1190,1,3,1,1977,41,3,2,0,7,1,0,12,5,0,0
eder2019,1190,1,4,1,2006,13,6,1,6,0,0,99,99,0,0,0
eder2019,1191,1,1,1,1981,37,1,2,0,7,1,0,12,5,0,0
eder2019,1191,1,2,2,1979,40,2,2,0,3,2,5,5,2,1,384
eder2019,1191,1,3,1,2011,7,3,1,3,0,0,1,0,2,0,0
eder2019,1191,1,4,1,2015,3,3,3,0,0,0,0,0,8,0,0
eder2019,1192,1,1,1,1982,37,1,2,0,7,2,4,11,4,1,737
eder2019,1192,1,2,2,1983,36,2,2,0,3,1,0,7,3,0,0
eder2019,1193,1,1,2,1950,69,1,2,0,3,2,2,2,2,1,379
eder2019,1194,1,1,1,1959,60,1,2,0,3,2,4,4,2,0,0
eder2019,1194,1,2,2,1950,68,2,2,0,3,2,3,3,2,1,379
eder2019,1194,1,3,2,1979,40,3,2,0,7,1,0,12,5,0,0
eder2019,1194,1,4,1,1998,20,6,1,7,0,0,3,9,4,0,0
eder2019,1194,1,5,2,2005,14,6,1,7,0,0,2,8,4,0,0
eder2019,1195,1,1,2,1952,67,1,2,0,3,1,0,7,3,1,379
eder2019,1195,1,2,1,1944,75,2,2,0,3,2,4,4,2,0,0
eder2019,1195,1,3,2,1976,43,3,2,0,7,2,3,10,4,0,0
eder2019,1195,1,4,1,1976,43,5,2,0,3,1,0,7,3,0,0
eder2019,1195,1,5,2,2005,13,6,1,7,0,0,0,7,4,0,0
eder2019,1195,1,6,2,2007,11,6,1,3,0,0,5,4,2,0,0
eder2019,1196,1,1,1,1952,67,1,2,0,7,2,2,9,4,1,226
eder2019,1196,1,2,2,1955,64,2,2,0,3,2,6,6,2,0,0
eder2019,1196,1,3,2,1994,24,3,1,13,0,0,99,99,6,0,0
eder2019,1196,1,4,1,1995,24,5,2,0,7,1,0,12,5,0,0
eder2019,1197,1,1,1,1978,41,1,2,0,7,1,0,12,5,1,547
eder2019,1197,1,2,2,1976,42,2,2,0,7,1,0,12,5,0,0
eder2019,1197,1,3,1,1968,51,8,2,0,7,2,1,8,4,0,0
eder2019,1197,1,4,2,2003,15,4,1,7,0,0,2,8,4,0,0
eder2019,1197,1,5,1,2015,4,3,3,0,0,0,0,0,8,0,0
eder2019,1198,1,1,1,1978,40,1,2,0,7,1,0,12,5,1,548
eder2019,1198,1,2,2,1971,48,2,2,0,3,1,0,7,3,0,0
eder2019,1198,1,3,1,1994,25,3,2,0,7,1,0,12,5,0,0
eder2019,1198,1,4,1,1998,21,3,2,0,7,1,0,12,5,0,0
eder2019,1198,1,5,1,2007,11,3,1,3,0,0,5,4,2,0,0
eder2019,1199,1,1,1,1952,66,1,2,0,3,1,0,7,3,1,226
eder2019,1199,1,2,1,1981,38,3,2,0,7,2,3,10,4,0,0
eder2019,1199,1,3,2,1983,35,3,2,0,7,2,2,9,4,0,0
eder2019,1199,1,4,2,1946,73,2,2,0,7,2,2,9,4,0,0
eder2019,1200,1,1,1,1950,69,1,2,0,3,1,0,7,3,1,226
eder2019,1200,1,2,2,1980,38,3,2,0,7,1,0,12,5,0,0
eder2019,1201,1,1,1,1948,71,1,2,0,3,1,0,7,3,1,226
eder2019,1201,1,2,1,1988,31,10,2,0,7,2,3,10,4,0,0
eder2019,1202,1,1,1,1982,36,1,2,0,7,2,2,9,4,1,737
eder2019,1202,1,2,2,1981,37,2,2,0,7,2,1,8,4,0,0
eder2019,1202,1,3,1,2011,8,3,1,3,0,0,3,2,2,0,0
eder2019,1202,1,4,2,2009,9,3,1,3,0,0,5,4,2,0,0
eder2019,1202,1,5,2,2018,1,3,3,0,0,0,0,0,8,0,0
eder2019,1203,1,1,1,1968,51,1,2,0,3,2,4,4,2,1,262
eder2019,1203,1,2,2,1968,50,2,2,0,3,1,0,7,3,0,0
eder2019,1203,1,3,1,2003,16,3,1,7,0,0,4,10,4,0,0
eder2019,1204,1,1,1,1971,47,1,2,0,7,2,4,11,4,1,262
eder2019,1204,1,2,2,1966,52,2,2,0,7,2,4,11,4,0,0
eder2019,1204,1,3,1,1991,27,3,1,10,0,0,3,9,4,0,0
eder2019,1204,1,4,1,1992,26,3,1,10,0,0,3,9,4,0,0
eder2019,1204,1,5,2,1995,23,3,1,13,0,0,1,12,6,0,0
eder2019,1204,1,6,2,1997,22,3,1,10,0,0,3,9,4,0,0
eder2019,1205,1,1,1,1969,49,1,2,0,7,2,4,11,4,1,261
eder2019,1205,1,2,2,1972,47,2,2,0,3,1,0,7,3,0,0
eder2019,1205,1,3,1,1995,24,3,2,0,13,2,11,12,6,0,0
eder2019,1205,1,4,1,2003,16,3,1,7,0,0,3,9,4,0,0
eder2019,1206,1,1,1,1972,47,1,2,0,7,1,0,12,5,0,0
eder2019,1206,1,2,2,1980,38,2,2,0,7,1,0,12,5,1,373
eder2019,1206,1,3,2,2004,14,3,1,7,0,0,1,7,4,0,0
eder2019,1206,1,4,2,2019,0,3,3,0,0,0,0,0,8,0,0
eder2019,1207,1,1,2,1980,39,1,2,0,7,1,0,12,5,1,373
eder2019,1207,1,2,1,1982,37,2,2,0,7,1,0,12,5,0,0
eder2019,1207,1,3,1,2009,10,3,1,3,0,0,3,2,2,0,0
eder2019,1208,1,1,1,1982,37,1,2,0,7,2,2,9,4,1,455
eder2019,1209,1,1,1,1980,38,1,2,0,10,1,0,12,5,1,444
eder2019,1209,1,2,2,1992,26,2,2,0,12,1,0,15,7,0,0
eder2019,1210,1,1,1,1978,40,1,2,0,12,2,1,13,6,1,444
eder2019,1210,1,2,1,1976,43,2,2,0,7,2,1,8,4,0,0
eder2019,1210,1,3,1,2000,19,3,1,13,0,0,11,12,6,0,0
eder2019,1210,1,4,2,2005,13,3,1,7,0,0,0,7,4,0,0
eder2019,1211,1,1,2,1949,70,1,2,0,3,1,0,7,3,1,398
eder2019,1212,1,1,2,1951,68,1,2,0,10,1,0,12,5,1,298
eder2019,1212,1,2,1,1946,73,2,2,0,3,1,0,7,3,0,0
eder2019,1213,1,1,1,1948,71,1,2,0,3,2,3,3,2,1,293
eder2019,1213,1,2,2,1947,72,2,2,0,3,2,3,3,2,0,0
eder2019,1213,1,3,1,1979,39,3,2,7,7,2,3,10,4,0,0
eder2019,1213,1,4,1,1999,19,6,2,0,7,2,2,9,4,0,0
eder2019,1213,1,5,1,2013,6,6,1,3,0,0,0,0,2,0,0
eder2019,1213,1,6,1,2016,3,6,1,20,0,0,0,0,1,0,0
eder2019,1214,1,1,1,1978,41,1,2,0,3,1,0,7,3,1,455
eder2019,1215,1,1,1,1949,70,1,2,0,3,1,0,7,3,1,293
eder2019,1215,1,2,2,1977,42,3,1,12,0,2,3,14,6,0,0
eder2019,1216,1,1,1,1952,67,1,2,0,7,2,2,9,4,1,293
eder2019,1216,1,2,2,1968,51,2,2,0,3,1,0,7,3,0,0
eder2019,1216,1,3,2,1994,25,3,2,0,7,1,0,12,5,0,0
eder2019,1216,1,4,1,1991,28,3,2,0,7,1,0,12,5,0,0
eder2019,1217,1,1,2,1952,67,1,2,0,7,1,0,12,5,1,298
eder2019,1218,1,1,2,1952,67,1,2,0,3,2,2,2,2,1,398
eder2019,1218,1,2,1,1955,64,2,2,0,3,2,3,3,2,0,0
eder2019,1219,1,1,1,1982,37,1,2,0,7,1,0,12,5,1,443
eder2019,1219,1,2,2,1980,38,2,1,10,0,0,0,7,4,0,0
eder2019,1220,1,1,2,1971,47,1,2,0,7,1,0,12,5,1,472
eder2019,1220,1,2,2,1997,21,3,1,13,0,0,0,11,6,0,0
